"","TS_DATE"
"1249","2019-11-18"
"1250","2019-12-04"
"1251","2019-04-27"
"1252","2019-12-09"
"1253","2019-06-04"
"1254","2019-05-01"
"1255","2019-06-06"
"1256","2019-05-16"
"1257","2019-10-01"
"1258","2019-12-07"
"1259","2019-12-15"
"1260","2019-12-21"
"1261","2019-03-04"
"1262","2019-06-02"
"1263","2019-10-29"
"1264","2019-02-21"
"1265","2019-10-19"
"1266","2019-02-11"
"1267","2019-06-15"
"1268","2019-09-07"
"1269","2019-08-11"
"1270","2019-01-10"
"1271","2019-12-31"
"1272","2019-12-29"
"1273","2019-06-11"
"1274","2019-05-26"
"1275","2019-10-11"
"1276","2019-05-05"
"1277","2019-06-18"
"1278","2019-07-13"
"1279","2019-12-27"
"1280","2019-07-31"
"1281","2019-04-28"
"1282","2019-12-09"
"1283","2019-05-01"
"1284","2019-02-03"
"1285","2019-05-29"
"1286","2019-05-03"
"1287","2019-02-01"
"1288","2019-08-28"
"1289","2019-01-18"
"1290","2019-10-26"
"1291","2019-03-27"
"1292","2019-12-15"
"1293","2019-07-21"
"1294","2019-07-17"
"1295","2019-09-04"
"1296","2019-05-30"
"1297","2019-09-22"
"1298","2019-08-20"
"1299","2019-04-03"
"1300","2019-01-24"
"1301","2019-03-10"
"1302","2019-03-07"
"1303","2019-06-10"
"1304","2019-04-21"
"1305","2019-07-16"
"1306","2019-05-08"
"1307","2019-06-03"
"1308","2019-05-02"
"1309","2019-01-14"
"1310","2019-07-01"
"1311","2019-07-09"
"1312","2019-01-19"
"1313","2019-11-01"
"1314","2019-03-30"
"1315","2019-06-01"
"1316","2019-08-05"
"1317","2019-09-30"
"1318","2019-10-25"
"1319","2019-08-06"
"1320","2019-08-05"
"1321","2019-05-07"
"1322","2019-03-08"
"1323","2019-11-10"
"1324","2019-03-26"
"1325","2019-03-06"
"1326","2019-12-30"
"1327","2019-07-16"
"1328","2019-12-20"
"1329","2019-03-04"
"1330","2019-02-13"
"1331","2019-05-21"
"1332","2019-12-13"
"1333","2019-09-24"
"1334","2019-11-04"
"1335","2019-09-23"
"1336","2019-12-02"
"1337","2019-11-21"
"1338","2019-02-23"
"1339","2019-02-04"
"1340","2019-10-12"
"1341","2019-10-26"
"1342","2019-04-18"
"1343","2019-02-03"
"1344","2019-02-02"
"1345","2019-07-26"
"1346","2019-12-20"
"1347","2019-09-06"
"1348","2019-09-29"
"1349","2019-05-26"
"1350","2019-01-25"
"1351","2019-12-29"
"1352","2019-12-23"
"1353","2019-02-17"
"1354","2019-07-30"
"1355","2019-11-25"
"1356","2019-09-30"
"1357","2019-02-04"
"1358","2019-09-10"
"1359","2019-06-19"
"1360","2019-08-25"
"1361","2019-02-26"
"1362","2019-07-30"
"1363","2019-04-28"
"1364","2019-03-01"
"1365","2019-07-20"
"1366","2019-04-20"
"1367","2019-10-29"
"1368","2019-05-09"
"1369","2019-07-28"
"1370","2019-12-30"
"1371","2019-06-15"
"1372","2019-01-16"
"1373","2019-03-13"
"1374","2019-10-01"
"1375","2019-09-29"
"1376","2019-04-02"
"1377","2019-11-08"
"1378","2019-02-05"
"1379","2019-04-05"
"1380","2019-01-19"
"1381","2019-12-26"
"1382","2019-09-18"
"1383","2019-10-27"
"1384","2019-07-06"
"1385","2019-02-19"
"1386","2019-08-11"
"1387","2019-11-22"
"1388","2019-09-18"
"1389","2019-01-08"
"1390","2019-05-14"
"1391","2019-05-31"
"1392","2019-06-07"
"1393","2019-06-02"
"1394","2019-04-18"
"1395","2019-07-09"
"1396","2019-12-09"
"1397","2019-12-27"
"1398","2019-09-27"
"1399","2019-09-16"
"1400","2019-01-21"
"1401","2019-02-16"
"1402","2019-10-24"
"1403","2019-11-17"
"1404","2019-10-24"
"1405","2019-10-13"
"1406","2019-11-13"
"1407","2019-12-12"
"1408","2019-08-30"
"1409","2019-11-09"
"1410","2019-12-31"
"1411","2019-05-08"
"1412","2019-07-01"
"1413","2019-06-03"
"1414","2019-04-05"
"1415","2019-05-07"
"1416","2019-02-28"
"1417","2019-08-28"
"1418","2019-10-12"
"1419","2019-06-25"
"1420","2019-01-11"
"1421","2019-05-27"
"1422","2019-08-31"
"1423","2019-06-17"
"1424","2019-02-01"
"1425","2019-08-26"
"1426","2019-08-10"
"1427","2019-12-07"
"1428","2019-11-24"
"1429","2019-09-28"
"1430","2019-12-19"
"1431","2019-11-06"
"1432","2019-10-01"
"1433","2019-03-30"
"1434","2019-07-16"
"1435","2019-01-08"
"1436","2019-08-25"
"1437","2019-09-14"
"1438","2019-07-14"
"1439","2019-09-22"
"1440","2019-10-25"
"1441","2019-02-23"
"1442","2019-11-29"
"1443","2019-02-12"
"1444","2019-02-02"
"1445","2019-11-17"
"1446","2019-06-18"
"1447","2019-04-30"
"1448","2019-06-11"
"1449","2019-02-02"
"1450","2019-10-04"
"1451","2019-08-16"
"1452","2019-07-27"
"1453","2019-01-22"
"1454","2019-04-30"
"1455","2019-03-27"
"1456","2019-10-21"
"1457","2019-04-21"
"1458","2019-02-24"
"1459","2019-12-03"
"1460","2019-10-06"
"1461","2019-06-28"
"1462","2019-01-21"
"1463","2019-05-25"
"1464","2019-08-09"
"1465","2019-10-05"
"1466","2019-08-01"
"1467","2019-06-30"
"1468","2019-03-29"
"1469","2019-03-19"
"1470","2019-05-16"
"1471","2019-07-24"
"1472","2019-03-15"
"1473","2019-09-25"
"1474","2019-02-02"
"1475","2019-02-01"
"1476","2019-02-24"
"1477","2019-10-21"
"1478","2019-11-17"
"1479","2019-10-16"
"1480","2019-04-09"
"1481","2019-12-08"
"1482","2019-02-11"
"1483","2019-06-12"
"1484","2019-09-05"
"1485","2019-04-19"
"1486","2019-07-03"
"1487","2019-09-06"
"1488","2019-04-19"
"1489","2019-09-24"
"1490","2019-02-14"
"1491","2019-03-08"
"1492","2019-09-08"
"1493","2019-06-30"
"1494","2019-04-18"
"1495","2019-04-11"
"1496","2019-07-28"
"1497","2019-09-11"
"1498","2019-01-31"
"1499","2019-09-08"
"1500","2019-12-01"
"1501","2019-09-15"
"1502","2019-09-17"
"1503","2019-05-20"
"1504","2019-04-04"
"1505","2019-11-20"
"1506","2019-06-29"
"1507","2019-10-31"
"1508","2019-10-22"
"1509","2019-08-23"
"1510","2019-06-13"
"1511","2019-07-19"
"1512","2019-02-27"
"1513","2019-04-15"
"1514","2019-10-11"
"1515","2019-06-15"
"1516","2019-05-24"
"1517","2019-05-02"
"1518","2019-09-18"
"1519","2019-12-30"
"1520","2019-03-03"
"1521","2019-02-27"
"1522","2019-04-20"
"1523","2019-07-08"
"1524","2019-11-19"
"1525","2019-08-12"
"1526","2019-06-04"
"1527","2019-03-20"
"1528","2019-06-25"
"1529","2019-01-31"
"1530","2019-03-07"
"1531","2019-04-14"
"1532","2019-08-16"
"1533","2019-02-04"
"1534","2019-05-29"
"1535","2019-05-30"
"1536","2019-08-20"
"1537","2019-12-31"
"1538","2019-07-16"
"1539","2019-02-09"
"1540","2019-03-13"
"1541","2019-02-05"
"1542","2019-01-16"
"1543","2019-11-08"
"1544","2019-03-16"
"1545","2019-05-07"
"1546","2019-06-03"
"1547","2019-01-26"
"1548","2019-12-11"
"1549","2019-11-25"
"1550","2019-02-07"
"1551","2019-03-10"
"1552","2019-10-14"
"1553","2019-06-12"
"1554","2019-03-25"
"1555","2019-02-01"
"1556","2019-07-16"
"1557","2019-11-04"
"1558","2019-01-05"
"1559","2019-12-06"
"1560","2019-05-18"
"1561","2019-08-27"
"1562","2019-05-14"
"1563","2019-02-28"
"1564","2019-10-01"
"1565","2019-07-06"
"1566","2019-08-18"
"1567","2019-07-11"
"1568","2019-06-11"
"1569","2019-03-15"
"1570","2019-06-03"
"1571","2019-06-24"
"1572","2019-05-29"
"1573","2019-05-22"
"1574","2019-05-17"
"1575","2019-10-22"
"1576","2019-06-29"
"1577","2019-12-05"
"1578","2019-04-27"
"1579","2019-07-16"
"1580","2019-05-22"
"1581","2019-08-01"
"1582","2019-12-03"
"1583","2019-01-16"
"1584","2019-05-30"
"1585","2019-08-03"
"1586","2019-08-11"
"1587","2019-07-24"
"1588","2019-08-13"
"1589","2019-04-20"
"1590","2019-10-11"
"1591","2019-01-12"
"1592","2019-10-27"
"1593","2019-02-18"
"1594","2019-11-16"
"1595","2019-08-05"
"1596","2019-04-20"
"1597","2019-09-23"
"1598","2019-04-05"
"1599","2019-03-17"
"1600","2019-12-03"
"1601","2019-05-15"
"1602","2019-07-14"
"1603","2019-08-08"
"1604","2019-01-23"
"1605","2019-04-28"
"1606","2019-07-17"
"1607","2019-04-22"
"1608","2019-09-10"
"1609","2019-03-17"
"1610","2019-03-14"
"1611","2019-10-18"
"1612","2019-09-02"
"1613","2019-11-30"
"1614","2019-07-20"
"1615","2019-05-28"
"1616","2019-02-19"
"1617","2019-06-10"
"1618","2019-06-07"
"1619","2019-05-09"
"1620","2019-03-27"
"1621","2019-02-27"
"1622","2019-04-26"
"1623","2019-06-15"
"1624","2019-09-27"
"1625","2019-09-28"
"1626","2019-10-06"
"1627","2019-08-16"
"1628","2019-09-18"
"1629","2019-09-12"
"1630","2019-09-08"
"1631","2019-01-06"
"1632","2019-04-30"
"1633","2019-09-19"
"1634","2019-07-19"
"1635","2019-10-23"
"1636","2019-03-08"
"1637","2019-02-07"
"1638","2019-01-28"
"1639","2019-11-30"
"1640","2019-11-28"
"1641","2019-11-09"
"1642","2019-06-10"
"1643","2019-06-06"
"1644","2019-03-02"
"1645","2019-03-15"
"1646","2019-03-23"
"1647","2019-09-28"
"1648","2019-07-20"
"1649","2019-11-20"
"1650","2019-01-06"
"1651","2019-03-15"
"1652","2019-04-09"
"1653","2019-03-21"
"1654","2019-05-23"
"1655","2019-02-23"
"1656","2019-08-03"
"1657","2019-08-14"
"1658","2019-06-03"
"1659","2019-06-13"
"1660","2019-10-30"
"1661","2019-09-19"
"1662","2019-12-07"
"1663","2019-02-24"
"1664","2019-08-10"
"1665","2019-11-24"
"1666","2019-01-31"
"1667","2019-06-26"
"1668","2019-07-26"
"1669","2019-06-19"
"1670","2019-02-10"
"1671","2019-04-08"
"1672","2019-10-10"
"1673","2019-04-15"
"1674","2019-11-09"
"1675","2019-08-05"
"1676","2019-08-07"
"1677","2019-01-21"
"1678","2019-11-22"
"1679","2019-06-02"
"1680","2019-10-19"
"1681","2019-01-16"
"1682","2019-07-28"
"1683","2019-12-04"
"1684","2019-08-04"
"1685","2019-11-17"
"1686","2019-08-23"
"1687","2019-09-30"
"1688","2019-08-07"
"1689","2019-07-06"
"1690","2019-06-26"
"1691","2019-09-22"
"1692","2019-04-15"
"1693","2019-10-23"
"1694","2019-09-29"
"1695","2019-07-09"
"1696","2019-04-22"
"1697","2019-05-23"
"1698","2019-04-07"
"1699","2019-04-30"
"1700","2019-09-14"
"1701","2019-09-03"
"1702","2019-11-03"
"1703","2019-02-12"
"1704","2019-08-05"
"1705","2019-06-25"
"1706","2019-01-05"
"1707","2019-12-13"
"1708","2019-08-06"
"1709","2019-06-11"
"1710","2019-04-28"
"1711","2019-09-04"
"1712","2019-06-03"
"1713","2019-11-03"
"1714","2019-11-09"
"1715","2019-12-31"
"1716","2019-02-26"
"1717","2019-12-19"
"1718","2019-07-22"
"1719","2019-12-16"
"1720","2019-11-04"
"1721","2019-04-29"
"1722","2019-12-19"
"1723","2019-10-19"
"1724","2019-08-23"
"1725","2019-03-31"
"1726","2019-07-02"
"1727","2019-07-22"
"1728","2019-09-27"
"1729","2019-06-21"
"1730","2019-09-29"
"1731","2019-12-29"
"1732","2019-09-06"
"1733","2019-06-12"
"1734","2019-01-01"
"1735","2019-10-16"
"1736","2019-12-11"
"1737","2019-07-15"
"1738","2019-02-25"
"1739","2019-10-03"
"1740","2019-02-12"
"1741","2019-03-16"
"1742","2019-04-13"
"1743","2019-02-25"
"1744","2019-02-11"
"1745","2019-08-01"
"1746","2019-01-05"
"1747","2019-10-10"
"1748","2019-03-21"
"1749","2019-11-13"
"1750","2019-08-11"
"1751","2019-05-18"
"1752","2019-02-25"
"1753","2019-08-29"
"1754","2019-05-04"
"1755","2019-12-14"
"1756","2019-06-20"
"1757","2019-01-25"
"1758","2019-05-03"
"1759","2019-02-27"
"1760","2019-01-12"
"1761","2019-06-15"
"1762","2019-01-18"
"1763","2019-01-20"
"1764","2019-01-25"
"1765","2019-05-25"
"1766","2019-03-08"
"1767","2019-01-02"
"1768","2019-10-01"
"1769","2019-06-06"
"1770","2019-02-07"
"1771","2019-01-12"
"1772","2019-01-04"
"1773","2019-11-12"
"1774","2019-07-16"
"1775","2019-08-15"
"1776","2019-01-14"
"1777","2019-07-13"
"1778","2019-11-08"
"1779","2019-05-20"
"1780","2019-08-09"
"1781","2019-07-11"
"1782","2019-02-26"
"1783","2019-02-22"
"1784","2019-08-15"
"1785","2019-03-01"
"1786","2019-06-27"
"1787","2019-02-21"
"1788","2019-10-06"
"1789","2019-02-03"
"1790","2019-09-11"
"1791","2019-01-03"
"1792","2019-02-21"
"1793","2019-10-21"
"1794","2019-11-21"
"1795","2019-02-02"
"1796","2019-03-05"
"1797","2019-09-28"
"1798","2019-11-28"
"1799","2019-02-11"
"1800","2019-05-03"
"1801","2019-06-28"
"1802","2019-12-18"
"1803","2019-02-20"
"1804","2019-10-23"
"1805","2019-11-14"
"1806","2019-10-21"
"1807","2019-12-09"
"1808","2019-09-25"
"1809","2019-01-28"
"1810","2019-03-03"
"1811","2019-08-09"
"1812","2019-01-22"
"1813","2019-07-20"
"1814","2019-04-22"
"1815","2019-05-12"
"1816","2019-07-11"
"1817","2019-02-24"
"1818","2019-10-01"
"1819","2019-04-18"
"1820","2019-08-11"
"1821","2019-09-16"
"1822","2019-12-15"
"1823","2019-01-26"
"1824","2019-08-06"
"1825","2019-07-26"
"1826","2019-09-28"
"1827","2019-01-24"
"1828","2019-07-26"
"1829","2019-09-14"
"1830","2019-05-21"
"1831","2019-04-11"
"1832","2019-12-02"
"1833","2019-01-18"
"1834","2019-12-12"
"1835","2019-12-20"
"1836","2019-09-04"
"1837","2019-11-30"
"1838","2019-05-06"
"1839","2019-10-24"
"1840","2019-02-21"
"1841","2019-08-30"
"1842","2019-11-27"
"1843","2019-05-27"
"1844","2019-11-11"
"1845","2019-03-07"
"1846","2019-08-05"
"1847","2019-07-17"
"1848","2019-10-27"
"1849","2019-11-01"
"1850","2019-12-16"
"1851","2019-05-22"
"1852","2019-07-13"
"1853","2019-04-10"
"1854","2019-09-21"
"1855","2019-05-31"
"1856","2019-10-25"
"1857","2019-11-09"
"1858","2019-05-28"
"1859","2019-06-04"
"1860","2019-05-22"
"1861","2019-03-18"
"1862","2019-12-03"
"1863","2019-12-16"
"1864","2019-06-01"
"1865","2019-07-22"
"1866","2019-03-31"
"1867","2019-04-01"
"1868","2019-12-21"
"1869","2019-07-30"
"1870","2019-10-21"
"1871","2019-06-03"
"1872","2019-09-15"
"1873","2019-02-22"
"1874","2019-11-20"
"1875","2019-11-07"
"1876","2019-04-19"
"1877","2019-08-22"
"1878","2019-04-10"
"1879","2019-04-11"
"1880","2019-05-17"
"1881","2019-07-13"
"1882","2019-07-22"
"1883","2019-10-25"
"1884","2019-10-08"
"1885","2019-03-31"
"1886","2019-09-23"
"1887","2019-08-06"
"1888","2019-04-24"
"1889","2019-09-19"
"1890","2019-04-15"
"1891","2019-07-15"
"1892","2019-12-10"
"1893","2019-02-19"
"1894","2019-02-22"
"1895","2019-04-17"
"1896","2019-06-12"
"1897","2019-03-19"
"1898","2019-06-17"
"1899","2019-02-13"
"1900","2019-02-18"
"1901","2019-10-25"
"1902","2019-10-31"
"1903","2019-05-13"
"1904","2019-11-02"
"1905","2019-05-09"
"1906","2019-06-03"
"1907","2019-06-19"
"1908","2019-03-03"
"1909","2019-05-28"
"1910","2019-08-12"
"1911","2019-05-06"
"1912","2019-09-12"
"1913","2019-08-05"
"1914","2019-06-28"
"1915","2019-02-11"
"1916","2019-03-13"
"1917","2019-09-18"
"1918","2019-02-21"
"1919","2019-09-22"
"1920","2019-04-04"
"1921","2019-08-23"
"1922","2019-06-19"
"1923","2019-06-06"
"1924","2019-01-08"
"1925","2019-07-16"
"1926","2019-12-10"
"1927","2019-09-07"
"1928","2019-02-20"
"1929","2019-06-27"
"1930","2019-04-01"
"1931","2019-07-04"
"1932","2019-11-17"
"1933","2019-06-04"
"1934","2019-08-30"
"1935","2019-02-22"
"1936","2019-01-05"
"1937","2019-07-24"
"1938","2019-12-12"
"1939","2019-03-04"
"1940","2019-05-12"
"1941","2019-03-12"
"1942","2019-11-13"
"1943","2019-01-01"
"1944","2019-12-10"
"1945","2019-04-03"
"1946","2019-04-02"
"1947","2019-12-28"
"1948","2019-03-14"
"1949","2019-08-16"
"1950","2019-04-30"
"1951","2019-02-14"
"1952","2019-06-15"
"1953","2019-05-22"
"1954","2019-04-03"
"1955","2019-10-18"
"1956","2019-01-13"
"1957","2019-08-09"
"1958","2019-02-19"
"1959","2019-05-20"
"1960","2019-05-03"
"1961","2019-12-19"
"1962","2019-07-24"
"1963","2019-02-23"
"1964","2019-12-03"
"1965","2019-12-29"
"1966","2019-08-30"
"1967","2019-03-13"
"1968","2019-04-14"
"1969","2019-09-23"
"1970","2019-08-31"
"1971","2019-01-16"
"1972","2019-04-29"
"1973","2019-07-31"
"1974","2019-06-05"
"1975","2019-01-25"
"1976","2019-11-18"
"1977","2019-09-21"
"1978","2019-10-03"
"1979","2019-03-19"
"1980","2019-04-06"
"1981","2019-01-07"
"1982","2019-06-26"
"1983","2019-04-06"
"1984","2019-04-29"
"1985","2019-06-03"
"1986","2019-11-27"
"1987","2019-01-30"
"1988","2019-10-24"
"1989","2019-11-29"
"1990","2019-02-16"
"1991","2019-08-13"
"1992","2019-12-10"
"1993","2019-06-26"
"1994","2019-02-24"
"1995","2019-04-09"
"1996","2019-03-30"
"1997","2019-04-06"
"1998","2019-04-10"
"1999","2019-07-14"
"2000","2019-06-14"
"2001","2019-07-17"
"2002","2019-06-27"
"2003","2019-10-24"
"2004","2019-08-20"
"2005","2019-02-04"
"2006","2019-07-21"
"2007","2019-08-07"
"2008","2019-10-12"
"2009","2019-12-15"
"2010","2019-05-27"
"2011","2019-12-25"
"2012","2019-02-02"
"2013","2019-06-14"
"2014","2019-02-15"
"2015","2019-09-13"
"2016","2019-03-18"
"2017","2019-09-13"
"2018","2019-02-15"
"2019","2019-06-29"
"2020","2019-07-09"
"2021","2019-05-16"
"2022","2019-08-17"
"2023","2019-04-03"
"2024","2019-10-17"
"2025","2019-09-10"
"2026","2019-11-30"
"2027","2019-05-26"
"2028","2019-09-29"
"2029","2019-08-23"
"2030","2019-08-28"
"2031","2019-03-29"
"2032","2019-11-24"
"2033","2019-05-24"
"2034","2019-02-05"
"2035","2019-10-03"
"2036","2019-10-09"
"2037","2019-09-19"
"2038","2019-09-29"
"2039","2019-04-12"
"2040","2019-06-08"
"2041","2019-12-27"
"2042","2019-05-06"
"2043","2019-09-30"
"2044","2019-10-31"
"2045","2019-10-18"
"2046","2019-05-01"
"2047","2019-08-24"
"2048","2019-11-30"
"2049","2019-01-08"
"2050","2019-04-26"
"2051","2019-01-23"
"2052","2019-02-28"
"2053","2019-12-13"
"2054","2019-09-13"
"2055","2019-06-27"
"2056","2019-06-23"
"2057","2019-05-08"
"2058","2019-01-15"
"2059","2019-03-17"
"2060","2019-12-16"
"2061","2019-04-05"
"2062","2019-10-16"
"2063","2019-12-24"
"2064","2019-07-23"
"2065","2019-05-31"
"2066","2019-03-11"
"2067","2019-03-22"
"2068","2019-04-01"
"2069","2019-02-08"
"2070","2019-07-07"
"2071","2019-02-07"
"2072","2019-06-23"
"2073","2019-11-06"
"2074","2019-12-01"
"2075","2019-06-18"
"2076","2019-12-11"
"2077","2019-01-09"
"2078","2019-01-21"
"2079","2019-10-07"
"2080","2019-06-12"
"2081","2019-05-14"
"2082","2019-04-15"
"2083","2019-10-13"
"2084","2019-10-30"
"2085","2019-11-11"
"2086","2019-06-13"
"2087","2019-11-01"
"2088","2019-03-12"
"2089","2019-10-22"
"2090","2019-10-05"
"2091","2019-03-16"
"2092","2019-03-20"
"2093","2019-01-09"
"2094","2019-10-20"
"2095","2019-02-24"
"2096","2019-12-30"
"2097","2019-12-15"
"2098","2019-12-02"
"2099","2019-04-24"
"2100","2019-07-18"
"2101","2019-11-06"
"2102","2019-12-11"
"2103","2019-07-06"
"2104","2019-04-08"
"2105","2019-07-20"
"2106","2019-07-23"
"2107","2019-06-08"
"2108","2019-01-29"
"2109","2019-12-07"
"2110","2019-06-22"
"2111","2019-11-06"
"2112","2019-07-04"
"2113","2019-11-08"
"2114","2019-04-13"
"2115","2019-05-18"
"2116","2019-09-26"
"2117","2019-12-03"
"2118","2019-07-28"
"2119","2019-01-01"
"2120","2019-02-16"
"2121","2019-03-13"
"2122","2019-01-15"
"2123","2019-03-02"
"2124","2019-07-12"
"2125","2019-10-15"
"2126","2019-04-25"
"2127","2019-09-06"
"2128","2019-08-19"
"2129","2019-12-13"
"2130","2019-01-27"
"2131","2019-06-04"
"2132","2019-05-22"
"2133","2019-11-13"
"2134","2019-03-17"
"2135","2019-02-02"
"2136","2019-05-27"
"2137","2019-09-20"
"2138","2019-06-02"
"2139","2019-03-05"
"2140","2019-07-14"
"2141","2019-04-09"
"2142","2019-12-30"
"2143","2019-01-16"
"2144","2019-03-24"
"2145","2019-09-23"
"2146","2019-05-10"
"2147","2019-01-13"
"2148","2019-11-03"
"2149","2019-11-06"
"2150","2019-05-13"
"2151","2019-04-28"
"2152","2019-11-24"
"2153","2019-12-25"
"2154","2019-05-03"
"2155","2019-05-01"
"2156","2019-09-07"
"2157","2019-07-25"
"2158","2019-11-24"
"2159","2019-08-08"
"2160","2019-10-11"
"2161","2019-08-30"
"2162","2019-08-12"
"2163","2019-09-26"
"2164","2019-08-07"
"2165","2019-09-23"
"2166","2019-02-18"
"2167","2019-02-03"
"2168","2019-10-06"
"2169","2019-06-02"
"2170","2019-07-15"
"2171","2019-11-19"
"2172","2019-11-08"
"2173","2019-10-29"
"2174","2019-09-03"
"2175","2019-12-16"
"2176","2019-07-31"
"2177","2019-01-12"
"2178","2019-02-04"
"2179","2019-04-03"
"2180","2019-10-05"
"2181","2019-02-28"
"2182","2019-12-24"
"2183","2019-01-29"
"2184","2019-03-18"
"2185","2019-12-19"
"2186","2019-06-12"
"2187","2019-07-23"
"2188","2019-01-08"
"2189","2019-05-27"
"2190","2019-03-06"
"2191","2019-04-30"
"2192","2019-12-09"
"2193","2019-01-25"
"2194","2019-01-26"
"2195","2019-06-29"
"2196","2019-04-09"
"2197","2019-03-20"
"2198","2019-12-10"
"2199","2019-07-02"
"2200","2019-03-31"
"2201","2019-06-23"
"2202","2019-04-11"
"2203","2019-08-14"
"2204","2019-01-06"
"2205","2019-07-15"
"2206","2019-04-17"
"2207","2019-06-16"
"2208","2019-12-07"
"2209","2019-11-12"
"2210","2019-09-25"
"2211","2019-01-22"
"2212","2019-06-30"
"2213","2019-11-13"
"2214","2019-02-11"
"2215","2019-06-13"
"2216","2019-08-06"
"2217","2019-07-24"
"2218","2019-11-08"
"2219","2019-02-22"
"2220","2019-07-15"
"2221","2019-10-06"
"2222","2019-04-08"
"2223","2019-03-27"
"2224","2019-10-14"
"2225","2019-07-02"
"2226","2019-02-19"
"2227","2019-04-18"
"2228","2019-09-24"
"2229","2019-11-29"
"2230","2019-04-17"
"2231","2019-04-09"
"2232","2019-01-02"
"2233","2019-10-11"
"2234","2019-02-14"
"2235","2019-02-05"
"2236","2019-06-13"
"2237","2019-12-29"
"2238","2019-09-12"
"2239","2019-09-24"
"2240","2019-06-21"
"2241","2019-05-01"
"2242","2019-11-02"
"2243","2019-05-05"
"2244","2019-10-20"
"2245","2019-09-07"
"2246","2019-03-04"
"2247","2019-01-13"
"2248","2019-05-31"
"2249","2019-04-25"
"2250","2019-01-25"
"2251","2019-04-10"
"2252","2019-07-18"
"2253","2019-12-29"
"2254","2019-12-13"
"2255","2019-11-24"
"2256","2019-01-18"
"2257","2019-02-25"
"2258","2019-08-11"
"2259","2019-04-02"
"2260","2019-03-19"
"2261","2019-09-24"
"2262","2019-06-22"
"2263","2019-11-01"
"2264","2019-05-28"
"2265","2019-06-27"
"2266","2019-10-31"
"2267","2019-02-12"
"2268","2019-06-28"
"2269","2019-10-18"
"2270","2019-05-20"
"2271","2019-08-27"
"2272","2019-12-15"
"2273","2019-01-18"
"2274","2019-03-19"
"2275","2019-04-06"
"2276","2019-10-18"
"2277","2019-05-27"
"2278","2019-11-14"
"2279","2019-12-10"
"2280","2019-05-21"
"2281","2019-01-27"
"2282","2019-11-09"
"2283","2019-04-05"
"2284","2019-11-07"
"2285","2019-09-12"
"2286","2019-01-16"
"2287","2019-11-16"
"2288","2019-01-17"
"2289","2019-09-30"
"2290","2019-06-11"
"2291","2019-01-02"
"2292","2019-05-01"
"2293","2019-05-20"
"2294","2019-02-20"
"2295","2019-01-08"
"2296","2019-03-24"
"2297","2019-07-30"
"2298","2019-05-30"
"2299","2019-07-29"
"2300","2019-08-03"
"2301","2019-08-22"
"2302","2019-10-23"
"2303","2019-08-08"
"2304","2019-03-11"
"2305","2019-06-14"
